ID,Poet,Poetry
1180,sahir-ludhianvi,"bahut ghuTan hai koi surat-e-bayan nikle 
agar sada na uThe kam se kam fughan nikle 
faqir-e-shahr ke tan par libas baaqi hai 
amir-e-shahr ke arman abhi kahan nikle 
haqiqaten hain salamat to khvab bahutere 
malal kyuun ho ki kuchh khvab ra.egan nikle 
udhar bhi khaak uDi hai idhar bhi khaak uDi 
jahan jahan se baharon ke karvan nikle 
sitam ke daur men ham ahl-e-dil hi kaam aa.e 
zaban pe naaz tha jin ko vo be-zaban nikle"
1181,sahir-ludhianvi,"barbad-e-mohabbat ki dua saath liye ja 
TuuTa hua iqrar-e-vafa saath liye ja 
ik dil tha jo pahle hi tujhe saunp diya tha 
ye jaan bhi ai jan-e-ada saath liye ja 
tapti hui rahon se tujhe aanch na pahunche 
divanon ke ashkon ki ghaTa saath liye ja 
shamil hai mira khun-e-jigar teri hina men 
ye kam ho to ab khun-e-vafa saath liye ja 
ham jurm-e-mohabbat ki saza pa.enge tanha 
jo tujh se hui ho vo khata saath liye ja"
1182,sahir-ludhianvi,"bhaDka rahe hain aag lab-e-naghmagar se ham 
khamosh kya rahenge zamane ke Dar se ham 
kuchh aur baDh ga.e jo andhere to kya hua 
mayus to nahin hain tulu-e-sahar se ham 
le de ke apne paas faqat ik nazar to hai 
kyuun dekhen zindagi ko kisi ki nazar se ham 
maana ki is zamin ko na gulzar kar sake 
kuchh khaar kam to kar ga.e guzre jidhar se ham"
1183,sahir-ludhianvi,"bhule se mohabbat kar baiTha, nadan tha bechara, dil hi to hai 
har dil se khata ho jaati hai, bigDo na khudara, dil hi to hai 
is tarah nigahen mat phero, aisa na ho dhaDkan ruk jaa.e 
siine men koi patthar to nahin ehsas ka mara, dil hi to hai 
jazbat bhi hindu hote hain chahat bhi musalman hoti hai 
duniya ka ishara tha lekin samjha na ishara, dil hi to hai 
bedad-garon ki Thokar se sab khvab suhane chuur hue 
ab dil ka sahara gham hi to hai ab gham ka sahara dil hi to hai"
1184,sahir-ludhianvi,"bujha diye hain khud apne hathon mohabbaton ke diye jala ke 
miri vafa ne ujaaD di hain umiid ki bastiyan basa ke 
tujhe bhula denge apne dil se ye faisla to kiya hai lekin 
na dil ko malum hai na ham ko jiyenge kaise tujhe bhula ke 
kabhi milenge jo raste men to munh phira kar palaT paDenge 
kahin sunenge jo naam tera to chup rahenge nazar jhuka ke 
na sochne par bhi sochti huun ki zindagani men kya rahega 
tiri tamanna ko dafn kar ke tire khayalon se duur ja ke"
1185,sahir-ludhianvi,"chehre pe khushi chha jaati hai ankhon men surur aa jaata hai 
jab tum mujhe apna kahte ho apne pe ghurur aa jaata hai 
tum husn ki khud ik duniya ho shayad ye tumhen malum nahin 
mahfil men tumhare aane se har chiiz pe nuur aa jaata hai 
ham paas se tum ko kya dekhen tum jab bhi muqabil hote ho 
betab nigahon ke aage parda sa zarur aa jaata hai 
jab tum se mohabbat ki ham ne tab ja ke kahin ye raaz khula 
marne ka saliqa aate hi jiine ka shu.ur aa jaata hai"
1186,sahir-ludhianvi,"dekha hai zindagi ko kuchh itna qarib se 
chehre tamam lagne lage hain ajiib se 
kahne ko dil ki baat jinhen DhunDte the ham 
mahfil men aa ga.e hain vo apne nasib se 
nilam ho raha tha kisi naznin ka pyaar 
qimat nahin chuka.i ga.i ik gharib se 
teri vafa ki laash pe la main hi Daal duun 
resham ka ye kafan jo mila hai raqib se"
1187,sahir-ludhianvi,"dekha hai zindagi ko kuchh itne qarib se 
chehre tamam lagne lage hain ajiib se 
ai ruh-e-asr jaag kahan so rahi hai tu 
avaz de rahe hain payambar salib se 
is rengti hayat ka kab tak uTha.en baar 
bimar ab ulajhne lage hain tabib se 
har gaam par hai majma-e-ushshaq muntazir 
maqtal ki raah milti hai ku-e-habib se 
is tarah zindagi ne diya hai hamara saath 
jaise koi nibah raha ho raqib se"
1188,sahir-ludhianvi,"dekha to tha yunhi kisi ghaflat-shi.ar ne 
divana kar diya dil-e-be-ikhtiyar ne 
ai aarzu ke dhundle kharabo javab do 
phir kis ki yaad aa.i thi mujh ko pukarne 
tujh ko khabar nahin magar ik sada-lauh ko 
barbad kar diya tire do din ke pyaar ne 
main aur tum se tark-e-mohabbat ki aarzu 
divana kar diya hai gham-e-rozgar ne 
ab ai dil-e-tabah tira kya khayal hai 
ham to chale the kakul-e-giti sanvarne"
1189,sahir-ludhianvi,"duur rah kar na karo baat qarib aa jaao 
yaad rah ja.egi ye raat qarib aa jaao 
ek muddat se tamanna thi tumhen chhune ki 
aaj bas men nahin jazbat qarib aa jaao 
sard jhonkon se bhaDakte hain badan men sho.ale 
jaan le legi ye barsat qarib aa jaao 
is qadar ham se jhijakne ki zarurat kya hai 
zindagi bhar ka hai ab saath qarib aa jaao"
1190,sahir-ludhianvi,"fan jo nadar tak nahin pahuncha 
abhi me.ayar tak nahin pahuncha 
us ne bar-vaqt be-rukhi barti 
shauq azar tak nahin pahuncha 
aks-e-mai ho ki jalva-e-gul ho 
rang-e-rukHsar tak nahin pahuncha 
harf-e-inkar sar buland raha 
zo.af-e-iqrar tak nahin pahuncha 
hukm-e-sarkar ki pahunch mat puchh 
ahl-e-sarkar tak nahin pahuncha 
adl-gahen to duur ki shai hain 
qatl akhbar tak nahin pahuncha 
inqilabat-e-dahr ki buniyad 
haq jo haqdar tak nahin pahuncha 
vo masiha-nafas nahin jis ka 
silsila-dar tak nahin pahuncha"
1191,sahir-ludhianvi,"gulshan gulshan phuul 
daman daman dhuul 
marne par ta.azir 
jiine par mahsul 
har jazba maslub 
har khvahish maqtul 
ishq pareshan-hal 
naz-e-husn malul 
na.ara-e-haq ma.atub 
makr-o-riya maqbul 
sanvra nahin jahan 
aa.e ka.i rasul"
1192,sahir-ludhianvi,"har-chand miri quvvat-e-guftar hai mahbus 
khamosh magar tab-e-khud-ara nahin hoti 
mamura-e-ehsas men hai hashr sa barpa 
insan ki tazlil gavara nahin hoti 
nalan huun main bedari-e-ehsas ke hathon 
duniya mire afkar ki duniya nahin hoti 
begana-sifat jada-e-manzil se guzar ja 
har chiiz saza-var-e-nazara nahin hoti 
fitrat ki mashiyyat bhi baDi chiiz hai lekin 
fitrat kabhi be-bas ka sahara nahin hoti"
1193,sahir-ludhianvi,"har qadam marhala-e-dar-o-salib aaj bhi hai 
jo kabhi tha vahi insan ka nasib aaj bhi hai 
jagmagate hain ufuq par ye sitare lekin 
rasta manzil-e-hasti ka muhib aaj bhi hai 
sar-e-maqtal jinhen jaana tha vo ja bhi pahunche 
sar-e-mimbar koi mohtat khatib aaj bhi hai 
ahl-e-danish ne jise amr-e-musallam maana 
ahl-e-dil ke liye vo baat ajiib aaj bhi hai 
ye tiri yaad hai ya meri aziyat-koshi 
ek nashtar sa rag-e-jan ke qarib aaj bhi hai 
kaun jaane ye tira sha.er-e-ashufta-e-mizaj 
kitne maghrur khudaon ka raqib aaj bhi hai"
1194,sahir-ludhianvi,"har tarah ke jazbat ka elaan hain ankhen 
shabnam kabhi sho.ala kabhi tufan hain ankhen 
ankhon se baDi koi tarazu nahin hoti 
tulta hai bashar jis men vo mizan hain ankhen 
ankhen hi milati hain zamane men dilon ko 
anjan hain ham tum agar anjan hain ankhen 
lab kuchh bhi kahen is se haqiqat nahin khulti 
insan ke sach jhuuT ki pahchan hain ankhen 
ankhen na jhukin teri kisi ghair ke aage 
duniya men baDi chiiz miri jaan! hain ankhen"
1195,sahir-ludhianvi,"havas-nasib nazar ko kahin qarar nahin 
main muntazir huun magar tera intizar nahin 
hamin se rang-e-gulistan hamin se rang-e-bahar 
hamin ko nazm-e-gulistan pe ikhtiyar nahin 
abhi na chheD mohabbat ke giit ai mutrib 
abhi hayat ka mahaul khush-gavar nahin 
tumhare ahd-e-vafa ko main ahd kya samjhun 
mujhe khud apni mohabbat pe e'tibar nahin 
na jaane kitne gile is men muztarib hain nadim 
vo ek dil jo kisi ka gila-guzar nahin 
gurez ka nahin qaa.il hayat se lekin 
jo sach kahun ki mujhe maut nagavar nahin 
ye kis maqam pe pahuncha diya zamane ne 
ki ab hayat pe tera bhi ikhtiyar nahin"
1196,sahir-ludhianvi,"is taraf se guzre the qafile baharon ke 
aaj tak sulagte hain zakhm rahguzaron ke 
khalvaton ke shaida.i khalvaton men khulte hain 
ham se puchh kar dekho raaz parda-daron ke 
gesuon ki chhanv men dil-navaz chehre hain 
ya hasin dhundlakon men phuul hain baharon ke 
pahle hans ke milte hain phir nazar churate hain 
ashna-sifat hain log ajnabi dayaron ke 
tum ne sirf chaha hai ham ne chhu ke dekhe hain 
pairahan ghaTaon ke jism barq-paron ke 
shughl-e-mai-parasti go jashn-e-na-muradi tha 
yuun bhi kaT ga.e kuchh din tere sogvaron ke"
1197,sahir-ludhianvi,"itni hasin itni javan raat kya karen 
jaage hain kuchh ajiib se jazbat kya karen 
peDon ke bazuon men mahakti hai chandni 
bechain ho rahe hain khayalat kya karen 
sanson men ghul rahi hai kisi saans ki mahak 
daman ko chhu raha hai koi haat kya karen 
shayad tumhare aane se ye bhed khul sake 
hairan hain ki aaj na.i baat kya karen"
1198,sahir-ludhianvi,"jab kabhi un ki tavajjoh men kami paa.i ga.i 
az-sar-e-nau dastan-e-shauq dohra.i ga.i 
bik ga.e jab tere lab phir tujh ko kya shikva agar 
zindagani baada o saghar se bahla.i ga.i 
ai gham-e-duniya tujhe kya ilm tere vaste 
kin bahanon se tabi.at raah par laa.i ga.i 
ham karen tark-e-vafa achchha chalo yuun hi sahi 
aur agar tark-e-vafa se bhi na rusva.i ga.i 
kaise kaise chashm o aariz gard-e-gham se bujh ga.e 
kaise kaise paikaron ki shan-e-zeba.i ga.i 
dil ki dhaDkan men tavazun aa chala hai khair ho 
meri nazren bujh ga.iin ya teri ra.ana.i ga.i 
un ka gham un ka tasavvur un ke shikve ab kahan 
ab to ye baten bhi ai dil ho ga.iin aa.i ga.i 
jur.at-e-insan pe go tadib ke pahre rahe 
fitrat-e-insan ko kab zanjir pahna.i ga.i 
arsa-e-hasti men ab tesha-zanon ka daur hai 
rasm-e-changezi uThi tauqir-e-dara.i ga.i"
1199,sahir-ludhianvi,"jurm-e-ulfat pe hamen log saza dete hain 
kaise nadan hain sho.alon ko hava dete hain 
ham se divane kahin tark-e-vafa karte hain 
jaan jaa.e ki rahe baat nibha dete hain 
aap daulat ke tarazu men dilon ko taulen 
ham mohabbat se mohabbat ka sila dete hain 
takht kya chiiz hai aur la.al-o-javahar kya hain 
ishq vaale to khuda.i bhi luTa dete hain 
ham ne dil de bhi diya ahd-e-vafa le bhi liya 
aap ab shauq se de len jo saza dete hain"
1200,sahir-ludhianvi,"kabhi khud pe kabhi halat pe rona aaya 
baat nikli to har ik baat pe rona aaya 
ham to samjhe the ki ham bhuul ga.e hain un ko 
kya hua aaj ye kis baat pe rona aaya 
kis liye jiite hain ham kis ke liye jiite hain 
barha aise savalat pe rona aaya 
kaun rota hai kisi aur ki khatir ai dost 
sab ko apni hi kisi baat pe rona aaya"
1201,sahir-ludhianvi,"khuddariyon ke khuun ko arzan na kar sake 
ham apne jauharon ko numayan na kar sake 
ho kar kharab-e-mai tire gham to bhula diye 
lekin gham-e-hayat ka darman na kar sake 
TuuTa tilism-e-ahd-e-mohabbat kuchh is tarah 
phir aarzu ki sham.a firozan na kar sake 
har shai qarib aa ke kashish apni kho ga.i 
vo bhi ilaj-e-shauq-e-gurezan na kar sake 
kis darja dil-shikan the mohabbat ke hadse 
ham zindagi men phir koi arman na kar sake 
mayusiyon ne chhin liye dil ke valvale 
vo bhi nashat-e-ruh ka saman na kar sake"
1202,sahir-ludhianvi,"kya janen tiri ummat kis haal ko pahunchegi 
baDhti chali jaati hai ta.adad imamon ki 
har gosha-e-maghrib men har khitta-e-mashriq men 
tashrih digar-gun hai ab tere payamon ki 
vo log jinhen kal tak da.ava tha rifaqat ka 
tazlil pe utre hain apnon hi ke namon ki 
bigDe hue tevar hain nau-umr siyasat ke 
biphri hui sansen hain nau-mashq nizamon ki 
tabqon se nikal kar ham firqon men na baT jaa.en 
ban kar na bigaD jaa.e taqdir ghulamon ki"
1203,sahir-ludhianvi,"lab pe pabandi to hai ehsas par pahra to hai 
phir bhi ahl-e-dil ko ahval-e-bashar kahna to hai 
khun-e-a.ada se na ho khun-e-shahidan hi se ho 
kuchh na kuchh is daur men rang-e-chaman nikhra to hai 
apni ghairat bech Dalen apna maslak chhoD den 
rahnumaon men bhi kuchh logon ka ye mansha to hai 
hai jinhen sab se ziyada da.ava-e-hubbul-vatan 
aaj un ki vaj.h se hubb-e-vatan rusva to hai 
bujh rahe hain ek ik kar ke aqidon ke diye 
is andhere ka bhi lekin samna karna to hai 
jhuuT kyuun bolen farogh-e-maslahat ke naam par 
zindagi pyari sahi lekin hamen marna to hai"
1204,sahir-ludhianvi,"main zinda huun ye mushtahar kijiye 
mire qatilon ko khabar kijiye 
zamin sakht hai asman duur hai 
basar ho sake to basar kijiye 
sitam ke bahut se hain radd-e-amal 
zaruri nahin chashm tar kijiye 
vahi zulm bar-e-digar hai to phir 
vahi jurm bar-e-digar kijiye 
qafas toDna baad ki baat hai 
abhi khvahish-e-bal-o-par kijiye"
1205,sahir-ludhianvi,"main zindagi ka saath nibhata chala gaya 
har fikr ko dhuen men uData chala gaya 
barbadiyon ka sog manana fuzul tha 
barbadiyon ka jashn manata chala gaya 
jo mil gaya usi ko muqaddar samajh liya 
jo kho gaya main us ko bhulata chala gaya 
gham aur khushi men farq na mahsus ho jahan 
main dil ko us maqam pe laata chala gaya"
1206,sahir-ludhianvi,"meri taqdir men jalna hai to jal ja.unga 
tera va.ada to nahin huun jo badal ja.unga 
soz bhar do mire sapne men gham-e-ulfat ka 
main koi mom nahin huun jo pighal ja.unga 
dard kahta hai ye ghabra ke shab-e-furqat men 
aah ban kar tire pahlu se nikal ja.unga 
mujh ko samjhao na 'sahir' main ik din khud hi 
Thokaren kha ke mohabbat men sambhal ja.unga"
1207,sahir-ludhianvi,"milti hai zindagi men mohabbat kabhi kabhi 
hoti hai dilbaron ki inayat kabhi kabhi 
sharma ke munh na pher nazar ke saval par 
laati hai aise moD pe qismat kabhi kabhi 
khulte nahin hain roz dariche bahar ke 
aati hai jan-e-man ye qayamat kabhi kabhi 
tanha na kaT sakenge javani ke raste 
pesh aa.egi kisi ki zarurat kabhi kabhi 
phir kho na jaa.en ham kahin duniya ki bhiiD men 
milti hai paas aane ki mohlat kabhi kabhi"
1208,sahir-ludhianvi,"mohabbat tark ki main ne gareban si liya main ne 
zamane ab to khush ho zahr ye bhi pi liya main ne 
abhi zinda huun lekin sochta rahta huun khalvat men 
ki ab tak kis tamanna ke sahare ji liya main ne 
unhen apna nahin sakta magar itna bhi kya kam hai 
ki kuchh muddat hasin khvabon men kho kar ji liya main ne 
bas ab to daman-e-dil chhoD do bekar ummido 
bahut dukh sah liye main ne bahut din ji liya main ne"
1209,sahir-ludhianvi,"na to zamin ke liye hai na asman ke liye 
tira vajud hai ab sirf dastan ke liye 
palaT ke su-e-chaman dekhne se kya hoga 
vo shakh hi na rahi jo thi ashiyan ke liye 
gharaz-parast jahan men vafa talash na kar 
ye shai bani thi kisi dusre jahan ke liye"
1210,sahir-ludhianvi,"parbaton ke peDon par shaam ka basera hai 
surma.i ujala hai champa.i andhera hai 
donon vaqt milte hain do dilon ki surat se 
asman ne khush ho kar rang sa bikhera hai 
Thahre Thahre paani men giit sarsarate hain 
bhige bhige jhonkon men khushbuon ka Dera hai 
kyuun na jazb ho jaa.en is hasin nazare men 
raushni ka jhurmuT hai mastiyon ka ghera hai"
1211,sahir-ludhianvi,"ponchh kar ashk apni ankhon se muskurao to koi baat bane 
sar jhukane se kuchh nahin hota sar uThao to koi baat bane 
zindagi bhiik men nahin milti zindagi baDh ke chhini jaati hai 
apna haq sang-dil zamane se chhin paao to koi baat bane 
rang aur nasl zaat aur maz.hab jo bhi hai aadmi se kamtar hai 
is haqiqat ko tum bhi meri tarah maan jaao to koi baat bane 
nafraton ke jahan men ham ko pyaar ki bastiyan basani hain 
duur rahna koi kamal nahin paas aao to koi baat bane"
1212,sahir-ludhianvi,"sadiyon se insan ye sunta aaya hai 
dukh ki dhuup ke aage sukh ka saaya hai 
ham ko in sasti khushiyon ka lobh na do 
ham ne soch samajh kar gham apnaya hai 
jhuuT to qatil Thahra is ka kya rona 
sach ne bhi insan ka khuun bahaya hai 
paida.ish ke din se maut ki zad men hain 
is maqtal men kaun hamen le aaya hai 
avval avval jis dil ne barbad kiya 
akhir akhir vo dil hi kaam aaya hai 
itne din ehsan kiya divanon par 
jitne din logon ne saath nibhaya hai"
1213,sahir-ludhianvi,"sansar ki har shai ka itna hi fasana hai 
ik dhund se aana hai ik dhund men jaana hai 
ye raah kahan se hai ye raah kahan tak hai 
ye raaz koi raahi samjha hai na jaana hai 
ik pal ki palak par hai Thahri hui ye duniya 
ik pal ke jhapakne tak har khel suhana hai 
kya jaane koi kis par kis moD par kya biite 
is raah men ai raahi har moD bahana hai 
ham log khilauna hain ik aise khilaDi ka 
jis ko abhi sadiyon tak ye khel rachana hai"
1214,sahir-ludhianvi,"sansar se bhage phirte ho bhagvan ko tum kya paoge 
is lok ko bhi apna na sake us lok men bhi pachhtaoge 
ye paap hai kya ye pun hai kya riton par dharm ki mohren hain 
har yug men badalte dharmon ko kaise adarsh banaoge 
ye bhog bhi ek tapasya hai tum tyaag ke maare kya jaano 
apman rachaita ka hoga rachna ko agar Thukraoge 
ham kahte hain ye jag apna hai tum kahte ho jhuTa sapna hai 
ham janm bita kar ja.enge tum janm ganva kar jaoge"
1215,sahir-ludhianvi,"saza ka haal suna.en jaza ki baat karen 
khuda mila ho jinhen vo khuda ki baat karen 
unhen pata bhi chale aur vo khafa bhi na hon 
is ehtiyat se kya mudda.a ki baat karen 
hamare ahd ki tahzib men qaba hi nahin 
agar qaba ho to band-e-qaba ki baat karen 
har ek daur ka maz.hab naya khuda laaya 
karen to ham bhi magar kis khuda ki baat karen 
vafa-shi.ar ka.i hain koi hasin bhi to ho 
chalo phir aaj usi bevafa ki baat karen"
1216,sahir-ludhianvi,"sharma ke yuun na dekh ada ke maqam se 
ab baat baDh chuki hai haya ke maqam se 
tasvir khinch li hai tire shokh husn ki 
meri nazar ne aaj khata ke maqam se 
duniya ko bhuul kar miri banhon men jhuul ja 
avaz de raha huun vafa ke maqam se 
dil ke muamle men natije ki fikr kya 
aage hai ishq jurm-o-saza ke maqam se"
1217,sahir-ludhianvi,"tang aa chuke hain kashmakash-e-zindagi se ham 
Thukra na den jahan ko kahin be-dili se ham 
mayusi-e-ma.al-e-mohabbat na puchhiye 
apnon se pesh aa.e hain beganagi se ham 
lo aaj ham ne toD diya rishta-e-umid 
lo ab kabhi gila na karenge kisi se ham 
ubhrenge ek baar abhi dil ke valvale 
go dab ga.e hain bar-e-gham-e-zindagi se ham 
gar zindagi men mil ga.e phir ittifaq se 
puchhenge apna haal tiri bebasi se ham 
allah-re fareb-e-mashiyyat ki aaj tak 
duniya ke zulm sahte rahe khamushi se ham"
1218,sahir-ludhianvi,"tarab-zaron pe kya biiti sanam-khanon pe kya guzri 
dil-e-zinda tire marhum armanon pe kya guzri 
zamin ne khuun ugla asman ne aag barsa.i 
jab insanon ke dil badle to insanon pe kya guzri 
hamen ye fikr un ki anjuman kis haal men hogi 
unhen ye gham ki un se chhuT ke divanon pe kya guzri 
mira ilhad to khair ek la.anat tha so hai ab tak 
magar is alam-e-vahshat men imanon pe kya guzri 
ye manzar kaun sa manzar hai pahchana nahin jaata 
siyah-khanon se kuchh puchho shabistanon pe kya guzri 
chalo vo kufr ke ghar se salamat aa ga.e lekin 
khuda ki mumlikat men sokhta-janon pe kya guzri"
1219,sahir-ludhianvi,"tiri duniya men jiine se to behtar hai ki mar jaa.en 
vahi aansu vahi aahen vahi gham hai jidhar jaa.en 
koi to aisa ghar hota jahan se pyaar mil jaata 
vahi begane chehre hain jahan jaa.en jidhar jaa.en 
are o asman vaale bata is men bura kya hai 
khushi ke chaar jhonke gar idhar se bhi guzar jaa.en"
1220,sahir-ludhianvi,"toD lenge har ik shai se rishta toD dene ki naubat to aa.e 
ham qayamat ke khud muntazir hain par kisi din qayamat to aa.e 
ham bhi suqrat hain ahd-e-nau ke tishna-lab hi na mar jaa.en yaaro 
zahr ho ya mai-e-atishin ho koi jam-e-shahadat to aa.e 
ek tahzib hai dosti ki ek meyar hai dushmani ka 
doston ne muravvat na sikhi dushmanon ko adavat to aa.e 
rind raste men ankhen bichha.en jo kahe bin sune maan jaa.en 
naseh-e-nek-tinat kisi shab su-e-ku-e-malamat to aa.e 
ilm o tahzib tarikh o mantiq log sochenge in mas.alon par 
zindagi ke mashaqqat-kade men koi ahd-e-faraghat to aa.e 
kaanp uTThen qasr-e-shahi ke gumbad tharthara.e zamin mabadon ki 
kucha-gardon ki vahshat to jaage gham-zadon ko baghavat to aa.e"
1221,sahir-ludhianvi,"tum apna ranj-o-gham apni pareshani mujhe de do 
tumhen gham ki qasam is dil ki virani mujhe de do 
ye maana main kisi qabil nahin huun in nigahon men 
bura kya hai agar ye dukh ye hairani mujhe de do 
main dekhun to sahi duniya tumhen kaise satati hai 
koi din ke liye apni nigahbani mujhe de do 
vo dil jo main ne manga tha magar ghairon ne paaya hai 
baDi shai hai agar us ki pashemani mujhe de do"
1222,sahir-ludhianvi,"ye vadiyan ye faza.en bula rahi hain tumhen 
khamoshiyon ki sada.en bula rahi hain tumhen 
taras rahe hain javan phuul honT chhune ko 
machal machal ke hava.en bula rahi hain tumhen 
tumhari zulfon se khushbu ki bhiik lene ko 
jhuki jhuki si ghaTa.en bula rahi hain tumhen 
hasin champa.i pairon ko jab se dekha hai 
nadi ki mast ada.en bula rahi hain tumhen 
mira kaha na suno un ki baat to sun lo 
har ek dil ki dua.en bula rahi hain tumhen"
1223,sahir-ludhianvi,"ye zamin kis qadar saja.i ga.i 
zindagi ki taDap baDha.i ga.i 
a.ine se bigaD ke baiTh ga.e 
jin ki surat jinhen dikha.i ga.i 
dushmanon hi se bhi to nibh jaa.e 
doston se to ashna.i ga.i 
nasl-dar-nasl intizar raha 
qasr TuuTe na be-nava.i ga.i 
zindagi ka nasib kya kahiye 
ek siita thi jo sata.i ga.i 
ham na autar the na paighambar 
kyuun ye azmat hamen dila.i ga.i 
maut paa.i salib par ham ne 
umr ban-bas men bita.i ga.i"
